Locuteur,Echange
ch_NS3:,oui là c'est dans le contexte de de l'enquête
ch_NS3:,c'est parce que le la question a été posée dans
ch_NS3:,dans ESLO un
ch_NS3:,donc euh
ch_NS3:,c'est vrai que moi quand je me suis mi- mise
ch_NS3:,à travailler dessus je connaissais pas du tout
ch_NS3:,est-ce que c'était que la rumeur et donc les gens
ch_NS3:,plus locaux d'Orléans des collègues m'ont
ch_NS3:,m'ont expliqué ce que c'était donc on
LD54:,oui
LD54:,et cette rumeur
LD54:,donc est revenue sachant que je vous dis
LD54:,cette rumeur
LD54:,revient
LD54:,à la mémoire des gens parce que ça a été ré-évoqué y
LD54:,a y a moins d'un an
ch_NS3:,hm hm
LD54:,dans une revue style l'Express ou Le Point
ch_NS3:,ouais ouais
ch_NS3:,d'accord
LD54:,mais
LD54:,vous voyez j'aurais pas vu
LD54:,j'aurais pas vu cette revue c'est c'est c'est
LD54:,j'aurais pas vu cet article
LD54:,y a moins d'un an
LD54:,vous le r-
LD54:,vous l'aurez évoqué aujourd'hui
LD54:,je vous aurais dit
LD54:,[pf:noise:instantaneous]
LD54:,non
LD54:,euh j-
LD54:,parce que là c'est quand j'ai vu cette euh
LD54:,quand j'ai relu ça
ch_NS3:,hm hm
LD54:,ça m'a rappelé euh mon enfance
LD54:,et ce qui avait été dit par mes parents
LD54:,mais vous me l'auriez
LD54:,vous voyez vous vous vous seriez venue me voir l'année dernière
LD54:,je vous aurais dit
LD54:,y a pas de rumeur sur Orléans
ch_NS3:,ouais ouais
ch_NS3:,puis ça dépend de l'a- ça dépend de l'âge des gens aussi euh
ch_NS3:,ça dépend aussi si ils sont
ch_NS3:,natifs d'Orléans ou si ils ont
ch_NS3:,vécu le la chose donc euh voilà
LD54:,oui oui oui oui oui bien sûr hein
LD54:,bon et le client
LD54:,le client qui vient nous voir euh
LD54:,i-
LD54:,il va pas évoquer ce genre de situation hein
LD54:,je crois pas
LD54:,hein euh
ch_NS3:,hm hm
ch_NS3:,bah oui
LD54:,même pas euh non
LD54:,j'ai pas même pas cherché et
LD54:,certains clients avec qui on on se connaît bien
LD54:,des habitués
LD54:,aucun ont ont voulu me
LD54:,m- me brancher sur euh
LD54:,parce qu'ils auraient pu me dire voulez-vous
LD54:,ils auraient pu me dire
LD54:,avec la différence d'âge
LD54:,vous avez pas connu
LD54:,donc ils auraient pu très bien vouloir me me
LD54:,brancher sur ce sur ce thème
LD54:,mais ça a pas été évoqué non je pense que les gens
ch_NS3:,hm hm
LD54:,ils en parlent un peu en en
LD54:,pas en cachette mais je pense que euh
LD54:,ils aiment pas que ça se sache hein
ch_NS3:,hm
LD54:,hein c'est ce que j'ai cru comp-
LD54:,j'ai cru comprendre avec les clients
LD54:,qui ont pris l'Express
LD54:,hein
LD54:,mais pas pour euh
LD54:,pas pour en parler hein
ch_NS3:,ouais ouais
ch_NS3:,euh là j'ai quelques
ch_NS3:,quelques questions sur le les représentations linguistiques
ch_NS3:,c'est-à-dire euh
ch_NS3:,sur le la façon de parler et cetera
ch_NS3:,et est-ce que vous
ch_NS3:,vous trouvez qu'y a une façon euh propre de
ch_NS3:,euh de parler à à Orléans
ch_NS3:,enfin une façon
ch_NS3:,spécifique des gens est-ce qu'y un accent euh
LD54:,un un patois
LD54:,un patois
ch_NS3:,oui je sais pas enfin
LD54:,y a pas de patois
ch_NS3:,à Orléans-même non
LD54:,non
ch_NS3:,ça serait plutôt après en
ch_NS3:,dans la Beauce ou en Sologne
LD54:,non j'ai pas
LD54:,et
LD54:,non je peux pas dire que j'ai j'ai rencontré des gens
LD54:,su- non non euh
LD54:,quelques clients
LD54:,qui ont l'accent
LD54:,des fois j'arrive à des fois à les différencier
LD54:,mais c'est vrai que le parisien il a un
LD54:,un parler un peu
LD54:,un peu spécifique hein on sait bien que le parisien il a son
LD54:,son langage sa sa façon
LD54:,son
ch_NS3:,ah oui et et
LD54:,[pi:pronounce:instantaneous]
LD54:,oui
ch_NS3:,hm hm
LD54:,mais Orléans je crois pas hein
LD54:,non là
LD54:,je vois pas du tout euh je peux
LD54:,pas répondre à votre question
ch_NS3:,ouais
ch_NS3:,non mais c'est c'est ça
ch_NS3:,c'est c'est une
ch_NS3:,la raison pour laquelle les les Britanniques qui ont fait le
ch_NS3:,la première enquête ont choisi justement Orléans ou
ch_NS3:,enfin le le Val-de-Loire
ch_NS3:,parce que c'est
LD54:,ouais ouais
ch_NS3:,c'est un endroit qui est censé être assez neutre euh
LD54:,oui
ch_NS3:,justement du point de vue accentuel euh
LD54:,ouais
ch_NS3:,c'est pas l'accent du nord
ch_NS3:,c'est pas l'accent parisien c'est pas l'accent du sud c'est hein
LD54:,non non y y a pas d'accent non le parisien
LD54:,vous avez l'accent de Paris
LD54:,euh
ch_NS3:,hm hm
LD54:,le
LD54:,le nord aussi
LD54:,bon mais c'est vrai
LD54:,que le nord on en parle beaucoup maintenant avec
LD54:,euh les films qu'on a vus
ch_NS3:,ouais ouais
LD54:,mais le centre non
LD54:,même Tours je je pense pas non je vois pas de
LD54:,non je vois rien du tout sur Orléans
ch_NS3:,hm hm
ch_NS3:,et est-ce que vous pensez justement que le
ch_NS3:,à l'heure actuelle
ch_NS3:,les gens parlent de de mieux en mieux ou de
ch_NS3:,de plus en plus mal ou
ch_NS3:,est-ce que vous avez noté une évolution
ch_NS3:,dans la façon de parler des
ch_NS3:,des gens en général euh
ch_NS3:,que ça soit les les gens de tous les jours ou à la télé- à
ch_NS3:,la radio euh ?
LD54:,bon quand on regarde la télévision c'est vrai euh
LD54:,bon
LD54:,quand on prend le journal euh
LD54:,du soir
LD54:,bon moi je dis les gens parlent très bien hein
LD54:,bon je pense qu'on les choisit aussi
LD54:,[rire:noise:instantaneous]
ch_NS3:,hm hm
LD54:,non moi je pense pas hein
LD54:,moi je trouve que les gens parlent euh
LD54:,comme je parle euh
LD54:,peut-être on fait en France
LD54:,peut-être que sur Orléans on fait comme partout euh
LD54:,des des fautes de
LD54:,de grammaire ou non
ch_NS3:,hm hm
LD54:,enfin je sais pas
LD54:,non je crois pas
LD54:,je peux pas dire qu'aujourd'hui
LD54:,que les gens d'Orléans parlent mal
LD54:,hein on peut pas dire qu'on parle mal
LD54:,on parle pas non plus très bien
LD54:,hein mais on peut pas dire que
LD54:,faut pas dire non plus que les gens d'Orléans
LD54:,ont un vocabulaire exceptionnel hein
LD54:,hein
LD54:,non moi je pense que c'est la moyenne hein
ch_NS3:,hm hm
LD54:,je pense qu'y a des régions un petit peu plus
LD54:,plus vers euh
LD54:,le Morvan où vous allez avoir des
LD54:,des des questions différentes
LD54:,moi je pense que
LD54:,les gens parlent normalement
LD54:,sans plus sans moins
ch_NS3:,ouais ouais
ch_NS3:,d'accord
ch_NS3:,et est-ce que euh hm
ch_NS3:,y a des choses qui vous
ch_NS3:,qui vous agacent ou qui vous amusent des fois
ch_NS3:,quand vous entendez des gens
ch_NS3:,parler dans la rue ou je sais pas par
ch_NS3:,par exemple le parler
ch_NS3:,le langage des jeunes ou
ch_NS3:,ces choses-là euh
ch_NS3:,ou vous vous dites bon c'est
ch_NS3:,c'est normal c'est différentes façons de parler
ch_NS3:,et ça
ch_NS3:,ça vous gène pas plus que
ch_NS3:,que ça
LD54:,non pourtant moi je suis euh
LD54:,j'ai pas vu ça souvent dans la rue hein
LD54:,je suis des fois souvent sous l'ar- les Arcades euh
LD54:,avec cartes postales donc des fois je vois un peu ce qui se passe
LD54:,bon y a toujours quelques
LD54:,et c'est vrai qu'y va y avoir toujours
LD54:,une bande euh
LD54:,toujours quelques jeunes
LD54:,qui vont peut-être un peu être un petit peu excentriques
LD54:,mais bon
LD54:,pas spécialement
ch_NS3:,hm hm
LD54:,non non euh
LD54:,non vous ré-
LD54:,vous arrivez pas à me faire dire non non
LD54:,[rire en fond:noise:instantaneous]
LD54:,je vois pas
ch_NS3:,tout ce qu'il y a à dire
LD54:,je peux rien dire je peux rien dire de mal hein
LD54:,sur même sur les jeunes euh
ch_NS3:,hm hm
LD54:,non c'est tout à fait on est tout à fait bon
LD54:,c'est tout à fait une ville convenable hein
ch_NS3:,hm hm
ch_NS3:,et au di- au niveau des langues que
ch_NS3:,que vous entendez euh
ch_NS3:,à part le français est-ce que vous entendez euh
ch_NS3:,d'autres euh d'autres langues des langues étrangères ou
LD54:,de moins en moins
LD54:,c'est ce que les gens m'ont dit c'est ce que les
LD54:,clients m'ont dit
LD54:,y a de moins en moins d'étrangers euh sur Orléans
ch_NS3:,ah bon ?
LD54:,oui
ch_NS3:,hm hm
LD54:,bon la rue NANON n'était pas une rue euh
LD54:,apparemment importante on va dire que c'était pas
LD54:,la rue principale
LD54:,pour les Anglais euh
LD54:,les Américains euh mais je vois très bien
LD54:,tous les ans euh à par-
LD54:,à partir du mois de euh hm
LD54:,à partir du
LD54:,du printemps je prends les revues étrangères
LD54:,El Pais et toutes ces revue étrangères
ch_NS3:,hm hm
LD54:,parce que
LD54:,ça vous arrive
LD54:,d'avoir un Italien qui vient chercher un journal local
LD54:,et
LD54:,bon vous l'avez pas
LD54:,donc sachant que ça coûte rien de l'avoir
LD54:,mais
LD54:,on a pas eu en mai
LD54:,beaucoup d'étrangers
LD54:,hein euh
LD54:,quelques Espagnols
LD54:,quelques Italiens
LD54:,quelques Belges
LD54:,qui s'arrêtent
LD54:,pour prendre des petits cadeaux des souvenirs
ch_NS3:,hm hm
LD54:,mais d'après ce qu'on m'a dit
LD54:,depuis trois ans on a pas vu une évolution
LD54:,on a pas vu une perte non plus
LD54:,mais y a quelques années
LD54:,y avait beaucoup plus d'étrangers
LD54:,qui se promenaient
LD54:,euh au printemps
LD54:,euh jusqu'en septembre dans Orléans
LD54:,tout au moins dans la rue NANON
ch_NS3:,hm hm
LD54:,et apparemment
LD54:,un client me disait euh c'est un peu
LD54:,de de
LD54:,de la faute des tours opérateurs euh
LD54:,les bus ne peuvent plus se garer
LD54:,y a de moins en moins de tour-operators
LD54:,qui puissent venir sur Orléans
LD54:,parce que y a plus p- de
LD54:,de places de parking pour les bus
LD54:,c'est ce que des clients m'ont dit
LD54:,c'est pour ça qu'y a plus de d'étrangers
ch_NS3:,hm hm
LD54:,qui viennent sur Orléans
LD54:,hormis le problème euh d- du change
LD54:,c'est pas du tout le change qui qui au-
LD54:,et c'est qu'apparemment les gens
LD54:,maintenant les les touristes
LD54:,vont plutôt
LD54:,se faire emmener
LD54:,sur les châteaux de la Loire
LD54:,et qu'auparavant d'après ce qu'on m'a dit
LD54:,ils revenait i- revenaient de de Chambord
LD54:,et et et ils s'arrêtaient euh
LD54:,une heure ou deux heures sur Orléans
ch_NS3:,hm hm
LD54:,pour visiter la Cathédrale
LD54:,pour visiter euh euh le musée de Jeanne d'Arc euh
LD54:,la t- la le comment le le Jeanne d'Arc en en statue
LD54:,mais ils rentr- ils restaient deux trois heures
LD54:,c'était pas
LD54:,c'était
LD54:,le retour d'un circuit
LD54:,c'était pas une visite spécifique Orléans
LD54:,c'est ce qu'on m'a dit
ch_NS3:,hm hm
ch_NS3:,d'accord
LD54:,donc aujourd'hui
LD54:,euh de moins en moins on voit d'étrangers
LD54:,étrangers européens hein européens
ch_NS3:,hm hm
ch_NS3:,et vous m'avez dit que vous aimiez bien faire la
ch_NS3:,la cuisine donc si je vous
ch_NS3:,vous demande si y a des spécialités euh
ch_NS3:,propres à Orléans ou
ch_NS3:,ou propres à la région euh
ch_NS3:,est-ce qu'y en a qui vous viennent euh
ch_NS3:,à l'esprit comme ça ?
ch_NS3:,des plats typiques ou des
ch_NS3:,des produits euh locaux
LD54:,des produits régionaux locaux
LD54:,non mais c'est vrai que euh hm
LD54:,non
LD54:,là j'ai fait de la cuisine
LD54:,tout à fait française
LD54:,mais sans me me m'aider euh
LD54:,[b:noise:instantaneous]
LD54:,non
LD54:,on peut pas dire que je
LD54:,je fais une cuisine orléanaise non non
LD54:,euh
LD54:,c'est vrai
LD54:,en Sologne y a une cuisine un petit peu différente
LD54:,y a la tarte
LD54:,[tate:pronounce:instantaneous] à
LD54:,y a la tarte tatin
LD54:,c'est pas
LD54:,c'est pas solognot la tarte tatin ?
ch_NS3:,euh je sais que c'est de
ch_NS3:,ça vient de la région
ch_NS3:,mais d'où exactement euh
LD54:,oui je crois que je crois que c'est solognot
ch_NS3:,hm hm
LD54:,la tarte tatin qui s'est renversée
LD54:,quand ils ont voulu la faire
ch_NS3:,ah ouais
LD54:,donc euh
LD54:,parce que je vends des cartes postales
LD54:,justement de la tarte tatin
ch_NS3:,d'accord
ch_NS3:,[rire:noise:instantaneous]
LD54:,et c'est solognot donc c'est la région
ch_NS3:,hm hm
LD54:,mais autrement euh
LD54:,je peux pas vous dire
LD54:,ce soir je vous fais un plat euh
LD54:,de la région
LD54:,j'en ai pas hein
ch_NS3:,hm hm
LD54:,y a le Pithiviers
LD54:,qui est un gâteau
LD54:,qui est proche de b- de d'Orléans c'est vrai
ch_NS3:,ouais
LD54:,on va parler du Pithiviers on va parler ici à
LD54:,des confiseries euh
LD54:,qui sont sous forme de de gelée euh
LD54:,que je me souviens s-
LD54:,c'est c'est coulé dans des petites coupelles en carton
LD54:,on trouve ça chez les pâtissiers
LD54:,c'est je crois de la gelée d-
LD54:,de la gelée de coing
LD54:,mais c'est
ch_NS3:,c'est le cotignac ça
LD54:,oui
ch_NS3:,hm hm
LD54:,mais c'est très ancien
LD54:,mais euh je vois pas
LD54:,d'où ça vient
LD54:,parce qu'y a pa de coings sur Orléans
ch_NS3:,hm hm
LD54:,non je peux pas vous faire une cuisine
LD54:,ce soir de orléanaise hein
LD54:,[rire en fond:noise:instantaneous]
LD54:,y en a pas en plus hein
LD54:,si ?
ch_NS3:,euh non
ch_NS3:,c- enfin euh n-
LD54:,non vous avez pas eu des gens
LD54:,qui vous ont dit
ch_NS3:,non non
ch_NS3:,justement c'est
LD54:,on va vous donner
LD54:,une spécialité d'Orléans
LD54:,euh bah je peux vous dire
LD54:,sur Bourges euh vous me diriez sur Bourges
LD54:,euh ils font des un plat typiquement un
LD54:,té- un plat typique euh avec de la pomme de terre
LD54:,avec de la crème fraîche
LD54:,c'est le plat du pauvre euh
LD54:,en Sologne euh
LD54:,y a bon y a le fromage de chèvre mais euh
LD54:,mais je peux pas dire
LD54:,dans la région Val-de-Loire
LD54:,euh vous avez euh
ch_NS3:,hm hm
LD54:,un mets
LD54:,un un mets bon
LD54:,vous avez les asperges
LD54:,qui sont de Tigy donc Val-de-Loire
LD54:,donc c'est vrai qu'aujourd'hui euh
LD54:,on mange beaucoup d'asperges dans la région Centre
LD54:,mais c'est pas pour autant qu'on en mange
LD54:,mais c'est vrai que vous avez pas de
LD54:,bon à Orléans c'est vrai qu'au niveau bon
LD54:,pas cui- pas cuisine mais au niveau
LD54:,mets y avait beaucoup de
LD54:,d'agriculteurs y en a qui étaient beaucoup de b-
LD54:,de de de
LD54:,de pommes de poires euh
LD54:,c'est vrai que c'était euh
ch_NS3:,hm hm
LD54:,connu euh
LD54:,de la fraise aussi c'était connu euh
LD54:,mais néanmoins et de plus en plus ça se perd hein
ch_NS3:,ouais ouais
ch_NS3:,alors peut-être pourrez vous me donner la
ch_NS3:,la recette de l'omelette
ch_NS3:,si je vous demande comment est-ce qu'on fait une euh
ch_NS3:,une omelette
ch_NS3:,c'est une question qui est un peu bizarre mais elle vient aussi de
ch_NS3:,c'est une question qu'on a repris euh
ch_NS3:,vraiment de la première enquête
ch_NS3:,dans laquelle les les Britanniques euh
ch_NS3:,demandaient euh à leurs témoins de
ch_NS3:,euh de donner le la recette de l'omelette
ch_NS3:,pour avoir une euh
ch_NS3:,bah une recette avec des étapes et cetera
ch_NS3:,donc on a repris cette
ch_NS3:,question un peu
LD54:,ouais alors comment je fais
LD54:,une omelette euh bon
LD54:,[bb:noise:instantaneous] une omelette classique
ch_NS3:,un peu originale mais
ch_NS3:,ouais
ch_NS3:,hm hm
LD54:,on casse les oeufs
LD54:,[b:noise:instantaneous]
LD54:,je mets l'ensemble des oeufs
LD54:,dans un hm
LD54:,[bb:noise:instantaneous] dans un grand bol dans une jatte
ch_NS3:,hm hm
LD54:,je malaxe avec une fourchette
LD54:,avant tout je mets un petit peu de sel et du poivre
ch_NS3:,hm hm
LD54:,euh
LD54:,certains la font très comment
LD54:,très fouettée euh bon hein
LD54:,ça la rend beaucoup plus euh
LD54:,comment beaucoup plus souple
LD54:,beaucoup plus allégée mais
LD54:,moi j'aime pas je la fait euh vraiment euh
LD54:,je la malaxe avec une euh une cuilliè- une fourchette
LD54:,d'une façon normale classique
ch_NS3:,hm hm
LD54:,et après dans une poêle chaude euh
LD54:,avec une petit peu de beurre euh je la saisis
LD54:,et je la laisse cuire euh d'elle-même sans l'agiter
LD54:,pour qu'elle soit une peu baveuse euh
LD54:,et après je la sers en la retournant
LD54:,de la poêle dans une assiette
LD54:,pour qu'elle soit en forme de chausson
ch_NS3:,d'accord
LD54:,c'est comme ça qu'on mange la l'omelette chez moi
ch_NS3:,hm
ch_NS3:,bah c'est parfait hein une
ch_NS3:,très bonne c'est une très bonne recette
ch_NS3:,[rire:noise:instantaneous]
LD54:,hein
LD54:,[rire:noise:instantaneous]
ch_NS3:,ouais ouais
ch_NS3:,bah c'était la
ch_NS3:,la dernière question
ch_NS3:,donc euh voilà
LD54:,et
ch_NS3:,et
LD54:,et dans la en Beauce
LD54:,profonde
ch_NS3:,ouais
LD54:,ils font de l'omelette
LD54:,aux pommes de terre
ch_NS3:,hm hm
LD54:,ils mettent
LD54:,beaucoup de pommes de terre pour faire un complément
ch_NS3:,hein c'est bon une bonne omelette aux pommes de terre
LD54:,ouais ouais hein
ch_NS3:,ouais ouais
LD54:,c'est pas beauceron alors
LD54:,[rire:noise:instantaneous]
ch_NS3:,je sais pas
ch_NS3:,mais j'en mange aussi ouais ouais c'est
ch_NS3:,[rire en fond:noise:instantaneous]
ch_NS3:,ouais ouais
ch_NS3:,ben je vous remercie
ch_NS3:,[nontrans:noise:instantaneous]
